Дата,Объем_продаж,Цена_за_тонну,Канал_продаж,Сезон,Акции,Регион,Тип_покупателя
2024-05-08,35.2,13945,почта,весна,1,Уральский,розница
2024-05-09,37.4,12993,бот,весна,1,Южный,розница
2024-05-10,33.4,12547,почта,весна,1,Уральский,розница
2024-05-11,32.4,13811,почта,весна,1,Сибирский,опт
2024-05-12,31.5,13067,почта,весна,1,Центральный,опт
2024-05-13,34.8,12127,бот,весна,0,Уральский,розница
2024-05-14,37.1,13428,почта,весна,0,Сибирский,розница
2024-05-15,38.2,14337,бот,весна,1,Центральный,розница
2024-05-16,30.4,14957,почта,весна,0,Уральский,опт
2024-05-17,29.4,12776,почта,весна,0,Уральский,опт
2024-05-18,33.5,14629,почта,весна,1,Сибирский,опт
2024-05-19,27.2,12888,почта,весна,1,Центральный,опт
2024-05-20,35.0,12231,почта,весна,0,Сибирский,розница
2024-05-21,33.0,14314,почта,весна,1,Уральский,опт
2024-05-22,28.2,13778,почта,весна,0,Уральский,опт
2024-05-23,32.5,14930,бот,весна,1,Сибирский,опт
2024-05-24,38.3,13423,бот,весна,1,Уральский,розница
2024-05-25,29.7,12540,бот,весна,1,Сибирский,опт
2024-05-26,32.5,13363,почта,весна,0,Южный,опт
2024-05-27,35.7,13167,бот,весна,1,Уральский,розница
2024-05-28,30.1,14286,почта,весна,1,Центральный,опт
2024-05-29,39.7,13552,бот,весна,1,Сибирский,розница
2024-05-30,25.4,12575,бот,весна,1,Центральный,опт
2024-05-31,35.8,13244,бот,весна,0,Центральный,опт
2024-06-01,34.1,12280,бот,лето,0,Уральский,розница
2024-06-02,31.4,14759,бот,лето,0,Сибирский,розница
2024-06-03,41.8,12337,бот,лето,1,Южный,розница
2024-06-04,38.3,14801,почта,лето,0,Уральский,розница
2024-06-05,39.0,13862,почта,лето,0,Сибирский,розница
2024-06-06,36.1,13544,бот,лето,1,Южный,опт
2024-06-07,42.7,14256,почта,лето,1,Уральский,опт
2024-06-08,37.5,14880,почта,лето,1,Сибирский,розница
2024-06-09,32.3,14370,почта,лето,0,Южный,розница
2024-06-10,40.0,13380,почта,лето,1,Центральный,розница
2024-06-11,38.2,12003,бот,лето,0,Уральский,розница
2024-06-12,41.0,12709,почта,лето,1,Уральский,опт
2024-06-13,37.9,14477,бот,лето,0,Сибирский,опт
2024-06-14,41.1,12948,бот,лето,0,Южный,опт
2024-06-15,38.3,12898,почта,лето,1,Уральский,опт
2024-06-16,32.2,14445,почта,лето,0,Уральский,опт
2024-06-17,35.2,14850,почта,лето,1,Уральский,розница
2024-06-18,33.2,14238,бот,лето,1,Центральный,розница
2024-06-19,36.8,14703,почта,лето,0,Уральский,розница
2024-06-20,34.1,12324,почта,лето,1,Южный,розница
2024-06-21,39.4,14873,бот,лето,0,Сибирский,розница
2024-06-22,38.5,13919,почта,лето,1,Уральский,опт
2024-06-23,41.1,14545,бот,лето,0,Центральный,опт
2024-06-24,35.7,13166,бот,лето,1,Центральный,розница
2024-06-25,37.7,12161,почта,лето,1,Южный,опт
2024-06-26,39.0,13400,бот,лето,1,Уральский,опт
2024-06-27,33.3,13873,бот,лето,0,Южный,розница
2024-06-28,33.6,12063,почта,лето,1,Уральский,розница
2024-06-29,34.3,12550,бот,лето,0,Сибирский,розница
2024-06-30,31.4,14669,бот,лето,0,Южный,розница
2024-07-01,36.5,14032,бот,лето,0,Центральный,опт
2024-07-02,35.6,12162,почта,лето,1,Сибирский,опт
2024-07-03,38.6,13350,бот,лето,1,Сибирский,розница
2024-07-04,35.3,12429,бот,лето,1,Уральский,опт
2024-07-05,38.0,12266,бот,лето,0,Южный,розница
2024-07-06,39.6,13535,бот,лето,1,Центральный,розница
2024-07-07,39.7,14676,бот,лето,1,Уральский,розница
2024-07-08,40.2,12193,бот,лето,0,Уральский,розница
2024-07-09,34.8,13220,почта,лето,0,Южный,опт
2024-07-10,36.6,14545,бот,лето,1,Уральский,опт
2024-07-11,35.7,12919,почта,лето,0,Уральский,опт
2024-07-12,36.4,12912,почта,лето,1,Уральский,опт
2024-07-13,35.1,12804,почта,лето,0,Центральный,опт
2024-07-14,35.6,13174,бот,лето,0,Центральный,опт
2024-07-15,37.2,13671,почта,лето,0,Южный,опт
2024-07-16,40.9,14427,почта,лето,1,Центральный,опт
2024-07-17,38.1,14350,бот,лето,1,Южный,розница
2024-07-18,32.8,14188,почта,лето,0,Сибирский,опт
2024-07-19,36.3,14306,бот,лето,1,Уральский,опт
2024-07-20,34.2,12824,почта,лето,0,Центральный,розница
2024-07-21,32.2,13296,бот,лето,0,Центральный,опт
2024-07-22,40.3,12697,бот,лето,1,Уральский,опт
2024-07-23,39.5,13569,бот,лето,0,Южный,опт
2024-07-24,35.8,14645,почта,лето,0,Южный,опт
2024-07-25,30.8,14845,бот,лето,0,Уральский,розница
2024-07-26,38.6,14911,бот,лето,0,Южный,опт
2024-07-27,40.9,14496,почта,лето,1,Уральский,опт
2024-07-28,39.3,13220,бот,лето,1,Сибирский,розница
2024-07-29,31.0,12467,бот,лето,0,Центральный,розница
2024-07-30,36.8,14043,почта,лето,1,Сибирский,розница
2024-07-31,36.7,12120,бот,лето,0,Центральный,опт
2024-08-01,36.0,14984,бот,лето,0,Южный,опт
2024-08-02,32.7,13475,почта,лето,1,Сибирский,опт
2024-08-03,40.6,14001,почта,лето,0,Центральный,опт
2024-08-04,34.7,14553,почта,лето,0,Центральный,розница
2024-08-05,33.2,12589,почта,лето,1,Уральский,розница
2024-08-06,41.5,12885,бот,лето,0,Уральский,опт
2024-08-07,35.5,12200,бот,лето,1,Сибирский,розница
2024-08-08,39.4,12733,почта,лето,1,Сибирский,опт
2024-08-09,39.3,14249,бот,лето,1,Южный,розница
2024-08-10,39.7,12554,бот,лето,1,Центральный,опт
2024-08-11,40.2,13040,почта,лето,0,Уральский,розница
2024-08-12,36.6,12667,бот,лето,0,Южный,розница
2024-08-13,36.2,13842,бот,лето,1,Сибирский,опт
2024-08-14,36.9,13450,почта,лето,1,Уральский,опт
2024-08-15,30.9,13312,бот,лето,0,Центральный,опт
2024-08-16,39.3,13895,бот,лето,1,Сибирский,опт
2024-08-17,37.2,13771,бот,лето,1,Сибирский,розница
2024-08-18,34.3,13677,почта,лето,1,Южный,опт
2024-08-19,36.7,13464,почта,лето,1,Центральный,опт
2024-08-20,37.8,13124,бот,лето,0,Уральский,опт
2024-08-21,40.3,14479,почта,лето,0,Сибирский,опт
2024-08-22,43.4,13841,бот,лето,1,Уральский,опт
2024-08-23,30.6,13524,почта,лето,0,Сибирский,розница
2024-08-24,32.7,12764,бот,лето,0,Сибирский,розница
2024-08-25,32.4,13380,почта,лето,0,Уральский,розница
2024-08-26,40.6,14753,бот,лето,1,Южный,опт
2024-08-27,32.5,13026,почта,лето,1,Центральный,опт
2024-08-28,36.4,13829,бот,лето,0,Центральный,розница
2024-08-29,38.7,12330,бот,лето,1,Центральный,опт
2024-08-30,41.4,14267,почта,лето,0,Сибирский,розница
2024-08-31,32.2,14880,бот,лето,1,Уральский,розница
2024-09-01,31.9,14663,почта,осень,1,Центральный,розница
2024-09-02,33.1,12132,бот,осень,0,Уральский,опт
2024-09-03,39.2,13333,бот,осень,1,Сибирский,розница
2024-09-04,35.6,14323,почта,осень,1,Центральный,розница
2024-09-05,33.0,14907,почта,осень,0,Уральский,розница
2024-09-06,26.4,14990,почта,осень,0,Сибирский,розница
2024-09-07,30.6,13924,бот,осень,1,Сибирский,опт
2024-09-08,30.5,14777,почта,осень,1,Сибирский,розница
2024-09-09,38.0,13706,почта,осень,1,Южный,розница
2024-09-10,30.7,13496,почта,осень,0,Уральский,опт
2024-09-11,31.7,12653,почта,осень,0,Сибирский,розница
2024-09-12,28.2,14928,почта,осень,0,Южный,опт
2024-09-13,26.2,12779,бот,осень,1,Уральский,розница
2024-09-14,33.0,12634,бот,осень,1,Южный,розница
2024-09-15,35.6,12667,бот,осень,1,Центральный,розница
2024-09-16,32.9,14396,почта,осень,1,Уральский,опт
2024-09-17,36.2,14279,бот,осень,0,Уральский,опт
2024-09-18,34.6,14586,почта,осень,1,Сибирский,розница
2024-09-19,29.5,14483,бот,осень,1,Уральский,опт
2024-09-20,32.5,12606,бот,осень,1,Центральный,розница
2024-09-21,30.8,12400,почта,осень,1,Уральский,розница
2024-09-22,28.0,12520,бот,осень,1,Уральский,опт
2024-09-23,29.2,12368,бот,осень,0,Сибирский,розница
2024-09-24,36.4,14509,бот,осень,0,Центральный,опт
2024-09-25,31.4,12552,почта,осень,1,Южный,опт
2024-09-26,32.1,12569,бот,осень,1,Южный,розница
2024-09-27,29.9,13467,бот,осень,1,Уральский,розница
2024-09-28,37.1,14785,бот,осень,1,Сибирский,розница
2024-09-29,36.0,13339,бот,осень,0,Сибирский,розница
2024-09-30,31.8,12001,почта,осень,1,Южный,розница
2024-10-01,31.8,12594,почта,осень,0,Центральный,опт
2024-10-02,26.6,13714,почта,осень,1,Уральский,опт
2024-10-03,32.6,13510,бот,осень,0,Центральный,розница
2024-10-04,27.5,14424,почта,осень,0,Южный,опт
2024-10-05,35.9,13756,почта,осень,1,Южный,розница
2024-10-06,28.5,13726,почта,осень,0,Центральный,опт
2024-10-07,39.4,13331,бот,осень,1,Сибирский,розница
2024-10-08,38.1,13405,бот,осень,0,Сибирский,розница
2024-10-09,34.3,13416,бот,осень,1,Уральский,опт
2024-10-10,29.2,12298,почта,осень,0,Сибирский,опт
2024-10-11,36.3,13041,бот,осень,0,Уральский,опт
2024-10-12,32.4,12191,бот,осень,0,Уральский,опт
2024-10-13,28.6,14152,бот,осень,0,Сибирский,опт
2024-10-14,32.9,13185,почта,осень,1,Центральный,розница
2024-10-15,24.1,13591,бот,осень,0,Уральский,розница
2024-10-16,32.7,14713,бот,осень,0,Сибирский,опт
2024-10-17,32.3,12405,бот,осень,1,Сибирский,розница
2024-10-18,31.4,14725,почта,осень,1,Сибирский,опт
2024-10-19,30.2,13507,бот,осень,1,Южный,розница
2024-10-20,30.8,14484,почта,осень,0,Уральский,опт
2024-10-21,29.0,14844,почта,осень,1,Уральский,розница
2024-10-22,28.8,13478,бот,осень,0,Центральный,розница
2024-10-23,32.0,13921,бот,осень,0,Южный,опт
2024-10-24,33.5,13469,бот,осень,0,Уральский,опт
2024-10-25,34.5,12146,почта,осень,1,Сибирский,опт
2024-10-26,36.2,14182,почта,осень,1,Центральный,опт
2024-10-27,32.0,12025,бот,осень,0,Южный,розница
2024-10-28,30.6,12190,почта,осень,0,Центральный,опт
2024-10-29,28.5,13999,почта,осень,0,Уральский,опт
2024-10-30,35.6,13119,бот,осень,0,Южный,розница
2024-10-31,31.5,12128,почта,осень,0,Южный,опт
2024-11-01,36.7,13754,бот,осень,0,Уральский,розница
2024-11-02,36.3,14774,почта,осень,1,Южный,розница
2024-11-03,34.2,12537,бот,осень,1,Сибирский,опт
2024-11-04,34.3,13545,почта,осень,1,Южный,розница
2024-11-05,37.5,12652,бот,осень,1,Центральный,опт
2024-11-06,32.4,14881,почта,осень,1,Уральский,опт
2024-11-07,29.1,14662,бот,осень,0,Южный,опт
2024-11-08,38.2,14437,почта,осень,0,Сибирский,опт
2024-11-09,26.6,14953,бот,осень,1,Уральский,розница
2024-11-10,35.0,14367,бот,осень,1,Южный,розница
2024-11-11,28.5,13485,почта,осень,0,Уральский,розница
2024-11-12,29.4,14957,почта,осень,1,Сибирский,опт
2024-11-13,36.3,13734,бот,осень,1,Уральский,розница
2024-11-14,36.5,14950,бот,осень,1,Центральный,опт
2024-11-15,33.0,12880,бот,осень,0,Уральский,опт
2024-11-16,29.8,13118,бот,осень,0,Центральный,розница
2024-11-17,30.6,14794,почта,осень,1,Сибирский,розница
2024-11-18,32.0,13992,почта,осень,1,Сибирский,опт
2024-11-19,29.4,12677,бот,осень,1,Уральский,розница
2024-11-20,30.8,13603,почта,осень,0,Уральский,розница
2024-11-21,31.6,13395,бот,осень,0,Сибирский,опт
2024-11-22,35.5,12938,почта,осень,0,Южный,опт
2024-11-23,36.0,13655,почта,осень,1,Уральский,розница
2024-11-24,35.3,12063,бот,осень,0,Уральский,розница
2024-11-25,35.4,13981,почта,осень,0,Южный,розница
2024-11-26,32.5,13464,бот,осень,0,Уральский,опт
2024-11-27,35.5,13424,почта,осень,1,Уральский,опт
2024-11-28,35.5,14208,почта,осень,0,Сибирский,розница
2024-11-29,29.3,12939,почта,осень,0,Сибирский,опт
2024-11-30,27.3,14143,бот,осень,1,Сибирский,опт
2024-12-01,38.7,12504,почта,зима,0,Уральский,розница
2024-12-02,34.2,14925,бот,зима,0,Уральский,опт
2024-12-03,29.8,14124,почта,зима,0,Южный,опт
2024-12-04,34.2,14622,бот,зима,0,Сибирский,опт
2024-12-05,36.8,14678,почта,зима,0,Сибирский,опт
2024-12-06,37.4,12817,почта,зима,0,Сибирский,розница
2024-12-07,33.6,13847,почта,зима,0,Сибирский,опт
2024-12-08,31.2,13835,бот,зима,1,Южный,розница
2024-12-09,29.6,12597,бот,зима,1,Сибирский,розница
2024-12-10,34.0,12443,бот,зима,0,Центральный,опт
2024-12-11,33.3,14457,почта,зима,0,Уральский,розница
2024-12-12,30.4,14378,бот,зима,0,Сибирский,розница
2024-12-13,29.6,13871,бот,зима,1,Центральный,опт
2024-12-14,33.4,12789,почта,зима,1,Центральный,розница
2024-12-15,31.6,13153,почта,зима,1,Центральный,розница
2024-12-16,33.0,13336,бот,зима,1,Центральный,розница
2024-12-17,37.1,13104,бот,зима,0,Уральский,розница
2024-12-18,25.2,12785,бот,зима,1,Уральский,розница
2024-12-19,30.8,12622,бот,зима,0,Уральский,розница
2024-12-20,35.4,14449,почта,зима,0,Уральский,опт
2024-12-21,31.6,14808,бот,зима,0,Сибирский,опт
2024-12-22,32.5,13881,почта,зима,1,Сибирский,розница
2024-12-23,29.5,12427,почта,зима,1,Сибирский,розница
2024-12-24,32.9,14334,бот,зима,0,Сибирский,розница
2024-12-25,35.7,12127,бот,зима,0,Уральский,опт
2024-12-26,30.1,14565,бот,зима,1,Южный,опт
2024-12-27,31.2,13008,почта,зима,0,Уральский,опт
2024-12-28,39.2,14324,почта,зима,0,Южный,розница
2024-12-29,29.7,13901,почта,зима,0,Южный,розница
2024-12-30,23.9,12706,почта,зима,1,Сибирский,розница
2024-12-31,33.6,12082,бот,зима,1,Южный,опт
2025-01-01,32.0,13827,почта,зима,1,Южный,розница
2025-01-02,28.9,14324,почта,зима,0,Уральский,розница
2025-01-03,33.1,14277,бот,зима,0,Центральный,розница
2025-01-04,28.2,14957,почта,зима,0,Южный,розница
2025-01-05,26.7,12809,почта,зима,0,Центральный,опт
2025-01-06,29.0,12103,бот,зима,1,Центральный,опт
2025-01-07,33.5,13289,бот,зима,0,Центральный,розница
2025-01-08,28.4,12340,почта,зима,1,Центральный,опт
2025-01-09,30.2,13391,бот,зима,0,Центральный,розница
2025-01-10,37.1,13536,почта,зима,1,Сибирский,опт
2025-01-11,37.4,14245,бот,зима,0,Уральский,опт
2025-01-12,29.8,14093,бот,зима,0,Сибирский,розница
2025-01-13,35.8,14718,почта,зима,0,Южный,розница
2025-01-14,36.1,13449,бот,зима,1,Сибирский,опт
2025-01-15,33.7,13833,бот,зима,0,Центральный,розница
2025-01-16,33.5,13974,бот,зима,1,Центральный,опт
2025-01-17,31.6,12395,бот,зима,0,Южный,розница
2025-01-18,33.3,12477,бот,зима,0,Уральский,опт
2025-01-19,34.3,13500,бот,зима,0,Уральский,розница
2025-01-20,36.4,13918,почта,зима,0,Сибирский,опт
2025-01-21,30.0,14387,почта,зима,0,Сибирский,розница
2025-01-22,36.9,12047,бот,зима,1,Центральный,розница
2025-01-23,38.0,14527,бот,зима,1,Южный,опт
2025-01-24,27.6,13419,бот,зима,0,Южный,опт
2025-01-25,25.3,13947,бот,зима,1,Уральский,розница
2025-01-26,33.7,13517,почта,зима,0,Центральный,опт
2025-01-27,30.4,12397,бот,зима,0,Центральный,опт
2025-01-28,32.0,12294,почта,зима,0,Южный,опт
2025-01-29,31.0,13103,бот,зима,1,Южный,опт
2025-01-30,32.9,13903,почта,зима,0,Южный,опт
2025-01-31,31.6,14462,бот,зима,1,Сибирский,розница
2025-02-01,36.2,12710,почта,зима,0,Южный,опт
2025-02-02,35.4,12002,почта,зима,1,Южный,розница
2025-02-03,33.8,12437,почта,зима,0,Южный,опт
2025-02-04,35.1,13720,бот,зима,1,Сибирский,розница
2025-02-05,31.2,12412,бот,зима,1,Сибирский,опт
2025-02-06,31.7,13449,почта,зима,1,Центральный,розница
2025-02-07,28.9,12247,бот,зима,0,Сибирский,опт
2025-02-08,29.5,13914,почта,зима,0,Уральский,опт
2025-02-09,28.6,13291,бот,зима,1,Сибирский,опт
2025-02-10,31.1,13552,бот,зима,1,Центральный,опт
2025-02-11,33.8,14146,почта,зима,0,Сибирский,розница
2025-02-12,28.9,14176,почта,зима,1,Центральный,розница
2025-02-13,32.2,14469,почта,зима,0,Центральный,розница
2025-02-14,29.4,13541,бот,зима,0,Уральский,опт
2025-02-15,34.6,14547,почта,зима,0,Центральный,розница
2025-02-16,32.4,13415,бот,зима,1,Центральный,опт
2025-02-17,33.6,13348,почта,зима,1,Уральский,розница
2025-02-18,29.5,14801,бот,зима,0,Южный,опт
2025-02-19,34.2,14086,почта,зима,1,Уральский,опт
2025-02-20,31.5,13204,бот,зима,1,Центральный,опт
2025-02-21,33.3,12283,бот,зима,1,Уральский,опт
2025-02-22,36.7,13324,бот,зима,0,Южный,опт
2025-02-23,33.9,14568,почта,зима,1,Уральский,розница
2025-02-24,34.0,14017,почта,зима,1,Центральный,опт
2025-02-25,37.7,12938,почта,зима,0,Центральный,опт
2025-02-26,36.8,13141,бот,зима,0,Уральский,розница
2025-02-27,34.5,13850,почта,зима,1,Южный,опт
2025-02-28,35.2,12452,бот,зима,1,Уральский,розница
2025-03-01,28.1,12468,почта,весна,0,Южный,опт
2025-03-02,31.5,13845,бот,весна,1,Южный,опт
2025-03-03,30.5,12697,бот,весна,0,Южный,розница
2025-03-04,36.0,12797,бот,весна,0,Южный,розница
2025-03-05,31.8,13658,бот,весна,0,Сибирский,опт
2025-03-06,34.8,12839,бот,весна,1,Южный,опт
2025-03-07,36.2,14399,почта,весна,1,Центральный,опт
2025-03-08,31.1,14796,почта,весна,1,Уральский,опт
2025-03-09,28.7,14967,бот,весна,1,Уральский,розница
2025-03-10,36.4,12700,бот,весна,0,Уральский,опт
2025-03-11,32.5,12605,бот,весна,0,Южный,розница
2025-03-12,36.6,14993,почта,весна,0,Сибирский,розница
2025-03-13,33.5,14352,почта,весна,0,Центральный,розница
2025-03-14,27.6,13014,почта,весна,1,Южный,опт
2025-03-15,36.5,13046,бот,весна,1,Уральский,розница
2025-03-16,29.6,13418,бот,весна,1,Южный,розница
2025-03-17,35.3,13025,бот,весна,1,Уральский,опт
2025-03-18,34.3,13974,бот,весна,1,Уральский,опт
2025-03-19,35.0,14822,бот,весна,0,Южный,опт
2025-03-20,32.9,12198,почта,весна,1,Центральный,розница
2025-03-21,37.3,14858,бот,весна,0,Южный,розница
2025-03-22,29.0,12514,почта,весна,1,Сибирский,розница
2025-03-23,30.6,14649,бот,весна,0,Южный,розница
2025-03-24,34.6,12589,почта,весна,1,Сибирский,опт
2025-03-25,38.1,14249,почта,весна,1,Центральный,розница
2025-03-26,31.5,12239,почта,весна,1,Уральский,розница
2025-03-27,32.9,12358,почта,весна,0,Сибирский,опт
2025-03-28,29.8,13266,бот,весна,1,Уральский,опт
2025-03-29,27.5,12734,бот,весна,0,Сибирский,опт
2025-03-30,32.7,12285,бот,весна,1,Южный,опт
2025-03-31,29.6,13230,почта,весна,0,Южный,опт
2025-04-01,32.4,12822,почта,весна,0,Южный,опт
2025-04-02,34.1,13284,бот,весна,1,Уральский,розница
2025-04-03,37.5,14949,почта,весна,1,Сибирский,опт
2025-04-04,32.9,14419,почта,весна,1,Центральный,опт
2025-04-05,34.4,13175,бот,весна,0,Уральский,розница
2025-04-06,34.7,12990,почта,весна,1,Южный,опт
2025-04-07,35.1,12833,бот,весна,0,Южный,розница
2025-04-08,27.7,12385,бот,весна,0,Уральский,розница
2025-04-09,32.1,12237,почта,весна,1,Центральный,розница
2025-04-10,33.8,14980,бот,весна,0,Южный,розница
2025-04-11,37.3,12899,бот,весна,0,Уральский,опт
2025-04-12,28.5,12941,почта,весна,0,Сибирский,розница
2025-04-13,31.3,12751,бот,весна,0,Центральный,розница
2025-04-14,29.4,13752,почта,весна,0,Сибирский,опт
2025-04-15,32.3,13496,почта,весна,1,Сибирский,розница
2025-04-16,35.7,12600,почта,весна,0,Уральский,розница
2025-04-17,25.9,14077,бот,весна,0,Уральский,розница
2025-04-18,30.0,13907,бот,весна,1,Сибирский,опт
2025-04-19,30.8,12849,бот,весна,1,Уральский,розница
2025-04-20,38.9,12728,бот,весна,1,Центральный,розница
2025-04-21,31.6,14268,почта,весна,0,Уральский,опт
2025-04-22,32.4,12017,почта,весна,0,Южный,опт
2025-04-23,26.1,14590,бот,весна,1,Сибирский,розница
2025-04-24,32.6,14675,почта,весна,1,Сибирский,опт
2025-04-25,31.7,12612,почта,весна,1,Южный,опт
2025-04-26,33.8,14050,бот,весна,1,Уральский,опт
2025-04-27,33.6,14419,бот,весна,0,Центральный,опт
2025-04-28,36.5,14252,бот,весна,0,Южный,розница
2025-04-29,36.5,12407,почта,весна,1,Центральный,розница
2025-04-30,38.4,12152,почта,весна,1,Уральский,опт
2025-05-01,30.2,12990,почта,весна,1,Уральский,опт
2025-05-02,33.5,12298,бот,весна,1,Южный,розница
2025-05-03,33.6,13352,бот,весна,0,Южный,розница
2025-05-04,30.5,13167,бот,весна,0,Южный,опт
2025-05-05,33.6,14369,бот,весна,1,Уральский,опт
2025-05-06,33.9,12911,почта,весна,1,Уральский,опт
2025-05-07,29.4,13290,бот,весна,1,Южный,розница
2025-05-08,31.2,13335,бот,весна,0,Центральный,опт
2025-05-09,31.6,12236,почта,весна,0,Южный,розница
2025-05-10,35.4,13613,бот,весна,1,Уральский,розница
2025-05-11,36.1,12646,почта,весна,0,Сибирский,опт
2025-05-12,32.8,13041,бот,весна,1,Южный,розница
2025-05-13,29.3,14534,бот,весна,0,Уральский,опт
2025-05-14,34.1,14402,почта,весна,1,Центральный,розница
2025-05-15,32.8,14622,бот,весна,0,Сибирский,опт
2025-05-16,31.7,12227,бот,весна,0,Уральский,опт
2025-05-17,29.8,12290,почта,весна,0,Центральный,опт
2025-05-18,28.5,12002,бот,весна,1,Сибирский,розница
2025-05-19,25.6,12763,бот,весна,1,Центральный,опт
2025-05-20,30.1,12436,бот,весна,1,Сибирский,розница
2025-05-21,30.1,12050,бот,весна,1,Центральный,розница
2025-05-22,33.2,14944,бот,весна,0,Южный,опт
2025-05-23,31.5,12361,почта,весна,0,Южный,розница
2025-05-24,34.3,13004,почта,весна,0,Уральский,розница
2025-05-25,31.9,14269,почта,весна,1,Сибирский,розница
2025-05-26,35.3,14519,бот,весна,0,Центральный,розница
2025-05-27,29.5,14652,почта,весна,1,Южный,опт
2025-05-28,32.3,13524,бот,весна,0,Уральский,опт
2025-05-29,28.6,12269,почта,весна,0,Южный,опт
2025-05-30,30.4,13875,почта,весна,0,Центральный,розница
2025-05-31,27.1,12372,почта,весна,0,Центральный,розница
2025-06-01,40.8,12767,бот,лето,0,Уральский,розница
2025-06-02,30.9,13859,почта,лето,1,Сибирский,опт
2025-06-03,38.1,13475,бот,лето,1,Сибирский,опт
2025-06-04,40.7,14170,почта,лето,0,Центральный,розница
2025-06-05,39.9,14051,почта,лето,1,Уральский,опт
2025-06-06,38.1,12770,бот,лето,1,Южный,опт
2025-06-07,37.2,14612,почта,лето,1,Центральный,розница
2025-06-08,37.0,12824,почта,лето,0,Сибирский,опт
2025-06-09,38.5,13205,почта,лето,0,Сибирский,опт
2025-06-10,34.4,13252,почта,лето,0,Южный,розница
2025-06-11,35.2,13090,почта,лето,0,Центральный,опт
2025-06-12,35.1,13780,бот,лето,0,Центральный,опт
2025-06-13,31.5,12508,бот,лето,1,Уральский,розница
2025-06-14,38.0,14134,бот,лето,0,Уральский,опт
2025-06-15,38.4,12362,почта,лето,1,Сибирский,опт
2025-06-16,35.5,13716,бот,лето,0,Уральский,розница
2025-06-17,34.8,14298,почта,лето,0,Южный,опт
2025-06-18,35.6,13764,бот,лето,1,Уральский,опт
2025-06-19,38.5,13683,почта,лето,0,Сибирский,опт
2025-06-20,33.8,13963,почта,лето,1,Сибирский,розница
2025-06-21,35.3,12563,почта,лето,1,Южный,розница
2025-06-22,35.0,14787,почта,лето,0,Южный,розница
2025-06-23,38.1,14605,бот,лето,1,Центральный,розница
2025-06-24,33.1,12484,почта,лето,0,Центральный,опт
2025-06-25,34.4,13213,почта,лето,0,Центральный,опт
2025-06-26,35.8,14060,бот,лето,1,Сибирский,опт
2025-06-27,40.1,12080,бот,лето,1,Центральный,розница
2025-06-28,30.5,14774,почта,лето,1,Южный,розница
2025-06-29,38.9,14184,бот,лето,1,Центральный,розница
2025-06-30,39.9,12603,бот,лето,1,Уральский,розница
2025-07-01,29.2,14621,бот,лето,1,Центральный,опт
2025-07-02,41.2,12640,почта,лето,1,Южный,розница
2025-07-03,36.4,14997,бот,лето,1,Южный,опт
2025-07-04,38.1,12040,бот,лето,1,Южный,опт
2025-07-05,41.4,13962,бот,лето,0,Сибирский,опт
2025-07-06,35.1,12958,почта,лето,0,Уральский,опт
2025-07-07,39.3,13508,бот,лето,1,Центральный,опт
2025-07-08,37.1,13487,почта,лето,0,Сибирский,розница
2025-07-09,38.1,14999,почта,лето,1,Южный,опт
2025-07-10,31.9,13473,почта,лето,1,Уральский,опт
2025-07-11,36.8,13305,почта,лето,0,Сибирский,розница
2025-07-12,41.7,14418,почта,лето,1,Центральный,розница
2025-07-13,36.8,12536,бот,лето,0,Южный,розница
2025-07-14,32.1,14704,почта,лето,0,Центральный,розница
2025-07-15,33.7,13160,бот,лето,0,Уральский,опт
2025-07-16,34.8,14537,бот,лето,1,Сибирский,розница
2025-07-17,34.1,13479,почта,лето,1,Южный,розница
2025-07-18,33.3,14976,бот,лето,0,Сибирский,опт
2025-07-19,33.9,12638,бот,лето,0,Южный,розница
2025-07-20,37.8,14490,почта,лето,1,Сибирский,опт
2025-07-21,34.8,14960,почта,лето,0,Южный,опт
2025-07-22,35.0,14569,почта,лето,1,Сибирский,опт
2025-07-23,32.5,12587,почта,лето,1,Уральский,опт
2025-07-24,34.3,12058,бот,лето,1,Центральный,розница
2025-07-25,41.7,13741,бот,лето,0,Центральный,розница
2025-07-26,33.4,13595,почта,лето,1,Уральский,розница
2025-07-27,36.4,13671,почта,лето,0,Центральный,опт
2025-07-28,40.4,14694,бот,лето,1,Уральский,розница
2025-07-29,41.7,12167,бот,лето,0,Сибирский,опт
2025-07-30,34.3,14105,почта,лето,1,Центральный,розница
2025-07-31,40.3,14736,почта,лето,1,Сибирский,опт
2025-08-01,31.3,12870,бот,лето,1,Сибирский,опт
2025-08-02,38.4,14976,почта,лето,1,Южный,опт
2025-08-03,40.6,14205,бот,лето,1,Южный,розница
2025-08-04,34.2,14505,почта,лето,0,Сибирский,розница
2025-08-05,35.8,12285,бот,лето,1,Сибирский,опт
2025-08-06,42.5,14714,почта,лето,0,Центральный,розница
2025-08-07,34.3,12661,почта,лето,0,Центральный,розница
2025-08-08,34.9,14791,бот,лето,1,Южный,розница
2025-08-09,37.3,13148,бот,лето,0,Сибирский,опт
2025-08-10,32.6,13824,бот,лето,1,Центральный,розница
2025-08-11,35.4,14335,бот,лето,1,Сибирский,опт
2025-08-12,40.1,14930,почта,лето,0,Южный,опт
2025-08-13,39.6,14705,почта,лето,1,Центральный,розница
2025-08-14,37.2,13704,почта,лето,0,Центральный,опт
